i-04809146b6475573b	t2.micro	995.3906	22.2548888	01/04/2017	00:15:39
i-071a91be91327e049	t2.micro	995.3906	25.3662255	01/04/2017	00:15:42
i-071a91be91327e049	t2.micro	995.3906	65.0292256	01/04/2017	01:26:13
i-0bd00417795196099	t2.micro	995.3906	57.2322265	01/04/2017	02:45:07
i-0bd00417795196099	t2.micro	995.3906	45.2269888	01/04/2017	03:12:32
i-071a91be91327e049	t2.micro	995.3906	44.2265555	01/04/2017	04:56:44
i-0bd00417795196099	t2.micro	995.3906	52.3654884	01/04/2017	04:56:47
i-04809146b6475573b	t2.micro	995.3906	38.3256988	01/04/2017	05:47:39
i-071a91be91327e049	t2.micro	995.3906	42.3255698	01/04/2017	05:47:42
i-04809146b6475573b	t2.micro	995.3906	44.3254122	01/04/2017	06:21:02
i-071a91be91327e049	t2.micro	995.3906	54.3245544	01/04/2017	06:21:05
i-04809146b6475573b	t2.micro	995.3906	51.3256854	01/04/2017	07:41:35
i-071a91be91327e049	t2.micro	995.3906	48.3365225	01/04/2017	07:41:38
i-0bd00417795196099	t2.micro	995.3906	65.3698521	01/04/2017	07:41:41
i-04809146b6475573b	t2.micro	995.3906	70.3652845	01/04/2017	08:53:39
i-071a91be91327e049	t2.micro	995.3906	65.3652147	01/04/2017	08:53:42
i-0bd00417795196099	t2.micro	995.3906	64.3254178	01/04/2017	08:53:45
i-04809146b6475573b	t2.micro	995.3906	66.3365244	01/04/2017	09:53:42
i-071a91be91327e049	t2.micro	995.3906	75.3214562	01/04/2017	09:56:45
i-0bd00417795196099	t2.micro	995.3906	80.2365214	01/04/2017	09:56:48
i-04809146b6475573b	t2.micro	995.3906	40.3245698	01/04/2017	10:36:10
i-071a91be91327e049	t2.micro	995.3906	40.0292256	01/04/2017	10:36:13
i-0bd00417795196099	t2.micro	995.3906	45.3256441	01/04/2017	10:36:16
i-04809146b6475573b	t2.micro	995.3906	52.0221456	01/04/2017	11:25:45
i-071a91be91327e049	t2.micro	995.3906	57.3214587	01/04/2017	11:25:48
i-0bd00417795196099	t2.micro	995.3906	50.1452368	01/04/2017	11:25:51
i-021d17c83bd60e35a	t2.micro	995.3906	70.1452368	01/04/2017	11:25:53	
i-04809146b6475573b	t2.micro	995.3906	75.0254325	01/04/2017	12:45:39
i-071a91be91327e049	t2.micro	995.3906	70.0292248	01/04/2017	12:45:42
i-0bd00417795196099	t2.micro	995.3906	65.0226068	01/04/2017	12:45:45
i-021d17c83bd60e35a	t2.micro	995.3906	70.1452368	01/04/2017	12:45:47
i-04809146b6475573b	t2.micro	995.3906	75.0254305	01/04/2017	13:53:45
i-071a91be91327e049	t2.micro	995.3906	82.3012548	01/04/2017	13:53:48
i-0bd00417795196099	t2.micro	995.3906	80.2103652	01/04/2017	13:53:51
i-021d17c83bd60e35a	t2.micro	995.3906	70.1452368	01/04/2017	13:53:54
i-01cda11c9ae04bd1f	t2.micro	995.3906	70.1452368	01/04/2017	13:53:57
i-04809146b6475573b	t2.micro	995.3906	70.3256982	01/04/2017	14:02:15
i-071a91be91327e049	t2.micro	995.3906	75.3214566	01/04/2017	14:02:18
i-0bd00417795196099	t2.micro	995.3906	78.3254985	01/04/2017	14:02:21
i-021d17c83bd60e35a	t2.micro	995.3906	67.1452368	01/04/2017	14:02:24
i-01cda11c9ae04bd1f	t2.micro	995.3906	72.1452368	01/04/2017	14:02:27
i-04809146b6475573b	t2.micro	995.3906	87.3652895	01/04/2017	15:56:01
i-071a91be91327e049	t2.micro	995.3906	79.3256985	01/04/2017	15:56:04
i-0bd00417795196099	t2.micro	995.3906	71.0125469	01/04/2017	15:56:07
i-021d17c83bd60e35a	t2.micro	995.3906	67.1452368	01/04/2017	15:56:10
i-01cda11c9ae04bd1f	t2.micro	995.3906	72.1452368	01/04/2017	15:56:13
i-04809146b6475573b	t2.micro	995.3906	78.3214852	01/04/2017	16:20:49
i-071a91be91327e049	t2.micro	995.3906	86.5896412	01/04/2017	16:20:52
i-0bd00417795196099	t2.micro	995.3906	82.2365889	01/04/2017	16:20:55
i-021d17c83bd60e35a	t2.micro	995.3906	77.1452368	01/04/2017	16:20:57
i-021d17c83bd60e35a	t2.micro	995.3906	72.1452368	01/04/2017	16:20:59
i-04809146b6475573b	t2.micro	995.3906	75.3012256	01/04/2017	17:30:47
i-071a91be91327e049	t2.micro	995.3906	79.0148852	01/04/2017	17:30:50
